,STATIONS_ID,Datum,Monat,Jahr,Jahreszeit,MO_TT,MO_TX,MO_TN,MO_RR,MO_TT_Monat_mean,MO_TX_Monat_mean,MO_TN_Monat_mean,MO_RR_Monat_mean,MO_TT_Jahr_mean,MO_TX_Jahr_mean,MO_TN_Jahr_mean,MO_RR_Jahr_mean,MO_TT_Jahreszeit_ges_mean,MO_TX_Jahreszeit_ges_mean,MO_TN_Jahreszeit_ges_mean,MO_RR_Jahreszeit_ges_mean,MO_TT_Jahreszeit_mean,MO_TX_Jahreszeit_mean,MO_TN_Jahreszeit_mean,MO_RR_Jahreszeit_mean,Anomalie_Monat_MO_TT,Anomalie_Monat_MO_TX,Anomalie_Monat_MO_TN,Anomalie_Monat_MO_RR,Anomalie_Jahr_MO_TT,Anomalie_Jahr_MO_TX,Anomalie_Jahr_MO_TN,Anomalie_Jahr_MO_RR,Anomalie_Jahreszeit_MO_TT,Anomalie_Jahreszeit_MO_TX,Anomalie_Jahreszeit_MO_TN,Anomalie_Jahreszeit_MO_RR,Trendlinie_MO_TT,Trendlinie_MO_RR_Monat,Trendlinie_MO_RR_ab_1990,Trendlinie_MO_RR_Fruehling,Trendlinie_MO_RR_Sommer,Trendlinie_MO_RR_Herbst,Trendlinie_MO_RR_Winter,Trendlinie_MO_RR_Jahr,Trendlinie_MO_RR_Jahr_ab_1990
639,15963,1954-03-01,3,1954,Fruehling,6.76,10.92,3.2,45.6,6.098076923076923,10.032549019607844,2.4396078431372548,60.928000000000004,9.321666666666667,13.340000000000002,5.5325,72.27499999999999,9.698846153846153,14.225294117647058,5.129869281045751,59.26578947368421,9.223333333333334,14.243333333333334,4.11,45.63333333333333,0.13238252885336457,0.15450483457153993,0.155373362269914,-0.7575274318964422,-0.8846667939660111,-0.8947140005207884,-0.891375,0.30054644808743164,-0.921237756510227,0.0047334474665945234,-0.8542322833275698,-0.7013194417746336,9.278032272164063,68.94608938082726,,186.63362598770868,,,,805.0233099209831,
640,15963,1954-04-01,4,1954,Fruehling,7.44,12.78,1.97,19.3,9.306538461538462,13.972156862745098,4.537647058823529,49.88823529411765,9.321666666666667,13.340000000000002,5.5325,72.27499999999999,9.698846153846153,14.225294117647058,5.129869281045751,59.26578947368421,9.223333333333334,14.243333333333334,4.11,45.63333333333333,-0.8102673754830609,-0.8713061032208685,-0.7934144030322174,-0.5153050934813299,-0.8846667939660111,-0.8947140005207884,-0.891375,0.30054644808743164,-0.921237756510227,0.0047334474665945234,-0.8542322833275698,-0.7013194417746336,9.280787288908057,68.9343102479473,,186.63362598770868,,,,805.0233099209831,
638,15963,1954-05-01,5,1954,Fruehling,13.47,19.03,7.16,72.0,13.691923076923077,18.671176470588236,8.41235294117647,67.01372549019608,9.321666666666667,13.340000000000002,5.5325,72.27499999999999,9.698846153846153,14.225294117647058,5.129869281045751,59.26578947368421,9.223333333333334,14.243333333333334,4.11,45.63333333333333,-0.9780293073346804,0.06245027653926778,-0.8993524952621605,0.034036831355717875,-0.8846667939660111,-0.8947140005207884,-0.891375,0.30054644808743164,-0.921237756510227,0.0047334474665945234,-0.8542322833275698,-0.7013194417746336,9.283453434144182,68.92291108709573,,186.63362598770868,,,,805.0233099209831,
267,15963,1954-06-01,6,1954,Sommer,15.57,20.28,11.15,93.2,16.483076923076922,21.508823529411767,11.187450980392155,78.25294117647059,9.321666666666667,13.340000000000002,5.5325,72.27499999999999,17.50581699346405,22.616866666666667,12.4668,75.636,15.586666666666668,20.17,11.603333333333333,107.56666666666666,-0.9075269239068601,-0.8673350030185214,-0.9972046746683515,0.10303407927552899,-0.8846667939660111,-0.8947140005207884,-0.891375,0.30054644808743164,-0.6685619147747737,-0.5630273611228311,-0.877244690531044,0.43429666736071126,9.286208450888175,68.91113195421578,,,242.00386303775235,,,805.0233099209831,
268,15963,1954-07-01,7,1954,Sommer,14.73,18.95,11.0,112.6,18.1652,23.20387755102041,13.167551020408164,78.18979591836735,9.321666666666667,13.340000000000002,5.5325,72.27499999999999,17.50581699346405,22.616866666666667,12.4668,75.636,15.586666666666668,20.17,11.603333333333333,107.56666666666666,-0.6502532514663477,-0.539713385637038,-0.8256394471875927,0.23785312729187705,-0.8846667939660111,-0.8947140005207884,-0.891375,0.30054644808743164,-0.6685619147747737,-0.5630273611228311,-0.877244690531044,0.43429666736071126,9.288874596124298,68.8997327933642,,,242.00386303775235,,,805.0233099209831,
269,15963,1954-08-01,8,1954,Sommer,16.46,21.28,12.66,116.9,17.902156862745098,23.171799999999998,13.085,70.464,9.321666666666667,13.340000000000002,5.5325,72.27499999999999,17.50581699346405,22.616866666666667,12.4668,75.636,15.586666666666668,20.17,11.603333333333333,107.56666666666666,-0.8535571789969102,-0.795532839477495,-0.96599020846494,0.3211544815104694,-0.8846667939660111,-0.8947140005207884,-0.891375,0.30054644808743164,-0.6685619147747737,-0.5630273611228311,-0.877244690531044,0.43429666736071126,9.291629612868293,68.88795366048424,,,242.00386303775235,,,805.0233099209831,
105,15963,1954-09-01,9,1954,Herbst,14.03,18.45,10.37,75.7,14.670000000000002,19.580416666666668,10.487083333333333,67.90625,9.321666666666667,13.340000000000002,5.5325,72.27499999999999,10.488618421052632,14.360604026845637,7.0012080536912755,65.77114093959732,10.753333333333332,14.473333333333334,7.486666666666667,74.3,-0.9353826235361042,-0.8779927351792323,-0.990790824384081,0.053483902622880206,-0.8846667939660111,-0.8947140005207884,-0.891375,0.30054644808743164,0.08615877544494542,0.034415049566895374,0.14794365324213438,0.1139968400553601,9.294384629612289,68.87617452760429,,,,190.34240561896405,,805.0233099209831,
94,15963,1954-10-01,10,1954,Herbst,11.84,15.39,8.59,90.7,10.818235294117647,14.8498,7.284400000000001,63.052,9.321666666666667,13.340000000000002,5.5325,72.27499999999999,10.488618421052632,14.360604026845637,7.0012080536912755,65.77114093959732,10.753333333333332,14.473333333333334,7.486666666666667,74.3,0.20511038355312497,0.09403496024513296,0.26712322160597995,0.1910120897982884,-0.8846667939660111,-0.8947140005207884,-0.891375,0.30054644808743164,0.08615877544494542,0.034415049566895374,0.14794365324213438,0.1139968400553601,9.297050774848412,68.86477536675271,,,,190.34240561896405,,805.0233099209831,
109,15963,1954-11-01,11,1954,Herbst,6.39,9.58,3.5,56.5,6.225192307692307,8.968235294117648,3.4427450980392154,66.42745098039217,9.321666666666667,13.340000000000002,5.5325,72.27499999999999,10.488618421052632,14.360604026845637,7.0012080536912755,65.77114093959732,10.753333333333332,14.473333333333334,7.486666666666667,74.3,0.03191017504069668,0.10649715334254334,0.011253114701390525,-0.8432491515844144,-0.8846667939660111,-0.8947140005207884,-0.891375,0.30054644808743164,0.08615877544494542,0.034415049566895374,0.14794365324213438,0.1139968400553601,9.299805791592407,68.85299623387276,,,,190.34240561896405,,805.0233099209831,
680,15963,1954-12-01,12,1954,Winter,5.45,7.71,2.81,83.0,3.608269230769231,5.8578,1.1059999999999999,73.514,9.321666666666667,13.340000000000002,5.5325,72.27499999999999,3.0489102564102564,5.6303947368421055,0.29894736842105263,64.04605263157895,1.7233333333333334,4.473333333333334,-1.07,61.6,0.3708343240722113,0.3225050858777518,0.34878225223052806,0.06520593063943005,-0.8846667939660111,-0.8947140005207884,-0.891375,0.30054644808743164,-0.772453410225628,-0.793551412599756,-0.8028704366961584,-0.9464561147206949,9.30247193682853,68.84159707302119,,,,,188.9289787019956,805.0233099209831,
362,15963,1955-01-01,1,1955,Winter,0.52,2.96,-1.98,71.9,2.4686538461538463,4.860588235294118,-0.15176470588235294,66.11176470588235,6.24875,9.97,2.2462500000000003,55.5125,3.0489102564102564,5.6303947368421055,0.29894736842105263,64.04605263157895,1.8633333333333333,4.49,-1.2166666666666666,72.8,-0.8018910489044078,-0.7945810495787287,-0.8529690461149717,0.03959192474138777,-0.5326045445865955,-0.5437028035760787,-0.3984375000000002,-0.673179621937781,-0.7969572193113352,-0.7965302091935988,-0.7812905349156876,0.11707761686541472,9.305226953572525,68.82981794014123,,,,,188.82770910812752,803.8126985393883,
363,15963,1955-02-01,2,1955,Winter,0.41,3.31,-3.04,68.2,3.069807692307692,6.177254901960784,-0.04156862745098041,52.69803921568627,6.24875,9.97,2.2462500000000003,55.5125,3.0489102564102564,5.6303947368421055,0.29894736842105263,64.04605263157895,1.8633333333333333,4.49,-1.2166666666666666,72.8,-0.7293485297290936,-0.6898884078804866,-0.7587176247631081,0.10687782359862083,-0.5326045445865955,-0.5437028035760787,-0.3984375000000002,-0.673179621937781,-0.7969572193113352,-0.7965302091935988,-0.7812905349156876,0.11707761686541472,9.307981970316519,68.81803880726127,,,,,188.82770910812752,803.8126985393883,
763,15963,1955-03-01,3,1955,Fruehling,2.62,6.42,-1.15,33.1,6.098076923076923,10.032549019607844,2.4396078431372548,60.928000000000004,6.24875,9.97,2.2462500000000003,55.5125,9.698846153846153,14.225294117647058,5.129869281045751,59.26578947368421,7.623333333333334,12.143333333333333,3.0833333333333335,44.6,-0.6458795142907585,-0.6091710182060402,-0.7111023373341757,-0.5591176975880845,-0.5326045445865955,-0.5437028035760787,-0.3984375000000002,-0.673179621937781,-0.6411942241021442,-0.6282461850884022,-0.7031729708642731,-0.6786751758871246,9.310470372536901,68.80739959046647,,186.06494532684178,,,,803.8126985393883,
764,15963,1955-04-01,4,1955,Fruehling,9.3,13.85,4.4,27.2,9.306538461538462,13.972156862745098,4.537647058823529,49.88823529411765,6.24875,9.97,2.2462500000000003,55.5125,9.698846153846153,14.225294117647058,5.129869281045751,59.26578947368421,7.623333333333334,12.143333333333333,3.0833333333333335,44.6,-0.9999999999999999,-0.9871900273075437,-0.9891345546430829,-0.6407000455642119,-0.5326045445865955,-0.5437028035760787,-0.3984375000000002,-0.673179621937781,-0.6411942241021442,-0.6282461850884022,-0.7031729708642731,-0.6786751758871246,9.313225389280896,68.79562045758651,,186.06494532684178,,,,803.8126985393883,
744,15963,1955-05-01,5,1955,Fruehling,10.95,16.16,6.0,73.5,13.691923076923077,18.671176470588236,8.41235294117647,67.01372549019608,6.24875,9.97,2.2462500000000003,55.5125,9.698846153846153,14.225294117647058,5.129869281045751,59.26578947368421,7.623333333333334,12.143333333333333,3.0833333333333335,44.6,-0.7209722031504403,-0.7284526750861675,-0.8059222994314593,0.04442716494994139,-0.5326045445865955,-0.5437028035760787,-0.3984375000000002,-0.673179621937781,-0.6411942241021442,-0.6282461850884022,-0.7031729708642731,-0.6786751758871246,9.31589153451702,68.78422129673494,,186.06494532684178,,,,803.8126985393883,
765,15963,1955-06-01,6,1955,Sommer,15.55,21.02,9.72,68.0,16.483076923076922,21.508823529411767,11.187450980392155,78.25294117647059,6.24875,9.97,2.2462500000000003,55.5125,17.50581699346405,22.616866666666667,12.4668,75.636,15.55,21.02,9.72,68.0,-0.9054867881593661,-0.9474790252840722,-0.8820277953253319,-0.8380827177185028,-0.5326045445865955,-0.5437028035760787,-0.3984375000000002,-0.673179621937781,-0.6621442504904218,-0.7149459874088202,-0.6001391335772692,-0.8327246165084001,9.318646551261013,68.77244216385499,,,241.3622715300503,,,803.8126985393883,
766,15963,1955-11-01,11,1955,Herbst,5.98,8.84,2.65,23.9,6.225192307692307,8.968235294117648,3.4427450980392154,66.42745098039217,6.24875,9.97,2.2462500000000003,55.5125,10.488618421052632,14.360604026845637,7.0012080536912755,65.77114093959732,5.98,8.84,2.65,23.9,-0.9756556878592307,-0.9865317165788123,-0.9363708149084019,-0.3257965645082175,-0.5326045445865955,-0.5437028035760787,-0.3984375000000002,-0.673179621937781,-0.21533454466648283,-0.013665058390698648,-0.3640734412059896,-0.08250238992847347,9.332243891965245,68.71430644351197,,,,190.1810120520393,,803.8126985393883,
354,15963,1955-12-01,12,1955,Winter,4.66,7.2,1.37,78.3,3.608269230769231,5.8578,1.1059999999999999,73.514,6.24875,9.97,2.2462500000000003,55.5125,3.0489102564102564,5.6303947368421055,0.29894736842105263,64.04605263157895,1.8633333333333333,4.49,-1.2166666666666666,72.8,0.21116684652387843,0.233694290090682,0.053629129491198406,0.03264955204419634,-0.5326045445865955,-0.5437028035760787,-0.3984375000000002,-0.673179621937781,-0.7969572193113352,-0.7965302091935988,-0.7812905349156876,0.11707761686541472,9.334910037201368,68.70290728266039,,,,,188.82770910812752,803.8126985393883,
685,15963,1956-01-01,1,1956,Winter,2.02,4.8,-0.86,67.2,2.4686538461538463,4.860588235294118,-0.15176470588235294,66.11176470588235,8.569166666666666,12.665833333333333,4.2491666666666665,73.625,3.0489102564102564,5.6303947368421055,0.29894736842105263,64.04605263157895,0.19999999999999987,2.933333333333333,-3.4800000000000004,45.96666666666667,-0.9549012299664554,-0.9938580779146934,-0.9431775110549591,0.007035546146154061,-0.7984533129654381,-0.8244944015276453,-0.6988750000000001,0.355874316939891,-0.5058286304120992,-0.5183106073286694,-0.44827341425796496,-0.6038702856483793,9.337665053945363,68.69112814978044,,,,,188.72643951425945,802.6020871577939,
702,15963,1956-02-01,2,1956,Winter,-6.74,-3.06,-12.46,24.2,3.069807692307692,6.177254901960784,-0.04156862745098041,52.69803921568627,8.569166666666666,12.665833333333333,4.2491666666666665,73.625,3.0489102564102564,5.6303947368421055,0.29894736842105263,64.04605263157895,0.19999999999999987,2.933333333333333,-3.4800000000000004,45.96666666666667,-0.0,-0.0,-0.0,-0.5484823133672451,-0.7984533129654381,-0.8244944015276453,-0.6988750000000001,0.355874316939891,-0.5058286304120992,-0.5183106073286694,-0.44827341425796496,-0.6038702856483793,9.340420070689358,68.67934901690049,,,,,188.72643951425945,802.6020871577939,
306,15963,1956-03-01,3,1956,Fruehling,6.19,10.46,1.8,44.6,6.098076923076923,10.032549019607844,2.4396078431372548,60.928000000000004,8.569166666666666,12.665833333333333,4.2491666666666665,73.625,9.698846153846153,14.225294117647058,5.129869281045751,59.26578947368421,8.866666666666667,13.780000000000001,3.5533333333333332,63.800000000000004,0.017179412141276485,0.07440097954790843,-0.948704990524321,-0.7416546531517736,-0.7984533129654381,-0.8244944015276453,-0.6988750000000001,0.355874316939891,-0.8588113857442584,-0.9207640106037781,-0.7723267470244186,0.05932220734574315,9.342997344417611,68.66832982807729,,185.4962646659751,,,,802.6020871577939,
309,15963,1956-04-01,4,1956,Fruehling,6.69,11.17,1.92,45.6,9.306538461538462,13.972156862745098,4.537647058823529,49.88823529411765,8.569166666666666,12.665833333333333,4.2491666666666665,73.625,9.698846153846153,14.225294117647058,5.129869281045751,59.26578947368421,8.866666666666667,13.780000000000001,3.5533333333333332,63.800000000000004,-0.7337622849520371,-0.6969387034268995,-0.7893872394188252,-0.9327591744661144,-0.7984533129654381,-0.8244944015276453,-0.6988750000000001,0.355874316939891,-0.8588113857442584,-0.9207640106037781,-0.7723267470244186,0.05932220734574315,9.345752361161605,68.65655069519734,,185.4962646659751,,,,802.6020871577939,
263,15963,1956-05-01,5,1956,Fruehling,13.72,19.71,6.94,101.2,13.691923076923077,18.671176470588236,8.41235294117647,67.01372549019608,8.569166666666666,12.665833333333333,4.2491666666666665,73.625,9.698846153846153,14.225294117647058,5.129869281045751,59.26578947368421,8.866666666666667,13.780000000000001,3.5533333333333332,63.800000000000004,0.0042754193111776174,0.18086467092202757,-0.8816329753632345,0.2363019919899357,-0.7984533129654381,-0.8244944015276453,-0.6988750000000001,0.355874316939891,-0.8588113857442584,-0.9207640106037781,-0.7723267470244186,0.05932220734574315,9.348418506397728,68.64515153434577,,185.4962646659751,,,,802.6020871577939,
270,15963,1956-06-01,6,1956,Sommer,13.68,18.08,9.04,89.9,16.483076923076922,21.508823529411767,11.187450980392155,78.25294117647059,8.569166666666666,12.665833333333333,4.2491666666666665,73.625,17.50581699346405,22.616866666666667,12.4668,75.636,15.19,20.05333333333333,10.770000000000001,107.56666666666668,-0.7147340957686801,-0.6290689908776936,-0.8272583701831966,0.08017534536823727,-0.7984533129654381,-0.8244944015276453,-0.6988750000000001,0.355874316939891,-0.5991344556986029,-0.54217578496593,-0.7546316122329136,0.43429666736071143,9.351173523141723,68.6333724014658,,,240.72068002234823,,,802.6020871577939,
271,15963,1956-07-01,7,1956,Sommer,17.3,22.27,12.89,104.9,18.1652,23.20387755102041,13.167551020408164,78.18979591836735,8.569166666666666,12.665833333333333,4.2491666666666665,73.625,17.50581699346405,22.616866666666667,12.4668,75.636,15.19,20.05333333333333,10.770000000000001,107.56666666666668,-0.9124106950193226,-0.8992784585041047,-0.9778662317738215,0.1845160815081964,-0.7984533129654381,-0.8244944015276453,-0.6988750000000001,0.355874316939891,-0.5991344556986029,-0.54217578496593,-0.7546316122329136,0.43429666736071143,9.353839668377846,68.62197324061424,,,240.72068002234823,,,802.6020871577939,
272,15963,1956-08-01,8,1956,Sommer,14.59,19.81,10.38,127.9,17.902156862745098,23.171799999999998,13.085,70.464,8.569166666666666,12.665833333333333,4.2491666666666665,73.625,17.50581699346405,22.616866666666667,12.4668,75.636,15.19,20.05333333333333,10.770000000000001,107.56666666666668,-0.6628044866062242,-0.6363278222743054,-0.7823515476942515,0.39735026120144185,-0.7984533129654381,-0.8244944015276453,-0.6988750000000001,0.355874316939891,-0.5991344556986029,-0.54217578496593,-0.7546316122329136,0.43429666736071143,9.356594685121841,68.61019410773429,,,240.72068002234823,,,802.6020871577939,
264,15963,1956-09-01,9,1956,Herbst,15.38,20.42,10.47,111.1,14.670000000000002,19.580416666666668,10.487083333333333,67.90625,8.569166666666666,12.665833333333333,4.2491666666666665,73.625,10.488618421052632,14.360604026845637,7.0012080536912755,65.77114093959732,10.020000000000001,13.896666666666668,6.153333333333333,77.16666666666667,0.14209939092422208,0.1461692192230132,-0.9988451516108656,0.2986957754465552,-0.7984533129654381,-0.8244944015276453,-0.6988750000000001,0.355874316939891,-0.9224444639968917,-0.9174319449626432,-0.8795388223713301,0.1532328193320023,9.359349701865836,68.59841497485432,,,,190.01961848511456,,802.6020871577939,
273,15963,1956-10-01,10,1956,Herbst,9.78,13.47,6.29,76.2,10.818235294117647,14.8498,7.284400000000001,63.052,8.569166666666666,12.665833333333333,4.2491666666666665,73.625,10.488618421052632,14.360604026845637,7.0012080536912755,65.77114093959732,10.020000000000001,13.896666666666668,6.153333333333333,77.16666666666667,-0.8947599205639452,-0.8509838386666326,-0.9201288692356286,0.09057219838746106,-0.7984533129654381,-0.8244944015276453,-0.6988750000000001,0.355874316939891,-0.9224444639968917,-0.9174319449626432,-0.8795388223713301,0.1532328193320023,9.36201584710196,68.58701581400275,,,,190.01961848511456,,802.6020871577939,
310,15963,1956-11-01,11,1956,Herbst,4.9,7.8,1.7,44.2,6.225192307692307,8.968235294117648,3.4427450980392154,66.42745098039217,8.569166666666666,12.665833333333333,4.2491666666666665,73.625,10.488618421052632,14.360604026845637,7.0012080536912755,65.77114093959732,10.020000000000001,13.896666666666668,6.153333333333333,77.16666666666667,-0.8654883574945564,-0.8738968744758757,-0.8598547062539483,-0.6480139730249905,-0.7984533129654381,-0.8244944015276453,-0.6988750000000001,0.355874316939891,-0.9224444639968917,-0.9174319449626432,-0.8795388223713301,0.1532328193320023,9.364770863845955,68.57523668112279,,,,190.01961848511456,,802.6020871577939,
694,15963,1956-12-01,12,1956,Winter,5.32,7.06,2.88,46.5,3.608269230769231,5.8578,1.1059999999999999,73.514,8.569166666666666,12.665833333333333,4.2491666666666665,73.625,3.0489102564102564,5.6303947368421055,0.29894736842105263,64.04605263157895,0.19999999999999987,2.933333333333333,-3.4800000000000004,45.96666666666667,0.34455992903261223,0.20931485595305488,0.363129973474801,-0.5720381394862448,-0.7984533129654381,-0.8244944015276453,-0.6988750000000001,0.355874316939891,-0.5058286304120992,-0.5183106073286694,-0.44827341425796496,-0.6038702856483793,9.367437009082078,68.56383752027122,,,,,188.72643951425945,802.6020871577939,
92,15963,1957-01-01,1,1957,Winter,3.01,5.7,-0.24,51.5,2.4686538461538463,4.860588235294118,-0.15176470588235294,66.11176470588235,10.328333333333333,14.599166666666667,5.975833333333334,72.40833333333333,3.0489102564102564,5.6303947368421055,0.29894736842105263,64.04605263157895,3.98,6.53,0.8733333333333334,68.26666666666667,0.1080126387796536,0.14613934246549148,-0.9931143398610235,-0.7688960762490944,-1.0,0.041143216080402716,-0.9578750000000001,0.30601092896174886,0.30394541447494106,0.28106957118055265,0.17567567567567566,0.05503002173025973,9.370192025826073,68.55205838739127,,,,,188.6251699203914,801.3914757761991,
91,15963,1957-02-01,2,1957,Winter,6.01,8.98,2.93,108.4,3.069807692307692,6.177254901960784,-0.04156862745098041,52.69803921568627,10.328333333333333,14.599166666666667,5.975833333333334,72.40833333333333,3.0489102564102564,5.6303947368421055,0.29894736842105263,64.04605263157895,3.98,6.53,0.8733333333333334,68.26666666666667,0.5928451886671666,0.4880318831098326,0.608592556868419,0.3853387639238111,-1.0,0.041143216080402716,-0.9578750000000001,0.30601092896174886,0.30394541447494106,0.28106957118055265,0.17567567567567566,0.05503002173025973,9.372947042570067,68.5402792545113,,,,,188.6251699203914,801.3914757761991,
